Depto;año;Nombre - Indice;Posición;Puntaje;Grupo
SUCRE;2019;PIB por trabajador (millones de pesos constantes 2015) ;28;6,990387758;3
TOLIMA;2019;PIB por trabajador (millones de pesos constantes 2015) ;15;23,8803824;2
VALLE DEL CAUCA;2019;PIB por trabajador (millones de pesos constantes 2015) ;8;38,91790856;2
ATLÁNTICO;2019;PIB por trabajador (millones de pesos constantes 2015) ;11;30,8987438;2
ARAUCA;2019;PIB por trabajador (millones de pesos constantes 2015) ;16;23,86161585;2
CASANARE;2019;PIB por trabajador (millones de pesos constantes 2015) ;13;25,02981753;2
PUTUMAYO;2019;PIB por trabajador (millones de pesos constantes 2015) ;14;24,05786727;2
SAN ANDRES Y PROVIDENCIA;2019;PIB por trabajador (millones de pesos constantes 2015) ;7;39,13132182;2
AMAZONAS;2019;PIB por trabajador (millones de pesos constantes 2015) ;18;22,59822976;2
GUAINÍA;2019;PIB por trabajador (millones de pesos constantes 2015) ;17;23,82981076;2
GUAVIARE;2019;PIB por trabajador (millones de pesos constantes 2015) ;19;22,31617006;2
VICHADA;2019;PIB por trabajador (millones de pesos constantes 2015) ;20;21,65684458;2
BOGOTÁ & CUNDINAMARCA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;1;100;1
BOLÍVAR;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;3;55,01748875;2
BOYACÁ;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;13;20,33580849;3
CALDAS;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;14;19,84327043;3
CAQUETÁ;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;20;13,45715095;3
CAUCA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;22;10,68095104;4
CESAR;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;8;42,94801298;2
CÓRDOBA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;27;2,790388401;5
CHOCÓ;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;29;0;5
HUILA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;17;18,15867452;3
LA GUAJIRA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;28;0,982002421;5
MAGDALENA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;9;40,88445109;2
ANTIOQUIA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;4;49,549559;2
META;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;5;48,90502148;2
NARIÑO;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;26;7,006092597;4
NORTE DE SANTANDER;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;19;13,54829871;3
QUINDÍO;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;29;0;5
RISARALDA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;18;17,37843924;3
SANTANDER;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;6;46,2417482;2
SUCRE;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;24;9,006126707;4
TOLIMA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;16;19,00978795;3
VALLE DEL CAUCA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;7;43,29998347;2
ATLÁNTICO;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;2;87,65602892;1
ARAUCA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;12;23,35533367;3
CASANARE;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;10;31,42870959;2
PUTUMAYO;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;11;24,26180216;3
SAN ANDRES Y PROVIDENCIA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;1;100;1
AMAZONAS;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;23;9,707969668;4
GUAINÍA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;15;19,20138236;3
GUAVIARE;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;21;11,22368582;4
VICHADA;2019;Tasa de natalidad empresarial neta por cada 10 mil habitantes;25;7,258739093;4
BOGOTÁ & CUNDINAMARCA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);2;90,47728318;1
BOLÍVAR;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);4;50,00212853;2
BOYACÁ;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);23;0,758860237;5
CALDAS;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);5;42,58977971;2
CAQUETÁ;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);24;0,124454728;5
CAUCA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);11;5,814645696;4
CESAR;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);20;1,697783175;5
CÓRDOBA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);9;7,381786832;4
CHOCÓ;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);22;0,963598418;5
HUILA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);14;2,650435782;5
LA GUAJIRA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
MAGDALENA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);16;2,463784042;5
ANTIOQUIA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);1;100;1
META;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);18;2,013070692;5
NARIÑO;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);17;2,174213187;5
NORTE DE SANTANDER;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);15;2,597169266;5
QUINDÍO;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);7;15,48080431;3
RISARALDA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);8;7,827523984;4
SANTANDER;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);1;100;1
SUCRE;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);12;4,311701205;4
TOLIMA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);19;1,765405897;5
VALLE DEL CAUCA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);3;50,21900753;2
ATLÁNTICO;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);13;4,092197138;4
ARAUCA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
CASANARE;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);21;0,99449335;5
PUTUMAYO;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
SAN ANDRES Y PROVIDENCIA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
AMAZONAS;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);6;18,47338623;3
GUAINÍA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);10;6,469265617;4
GUAVIARE;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
VICHADA;2019;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
BOGOTÁ & CUNDINAMARCA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);24;9,394394344;4
BOLÍVAR;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);12;33,73317289;2
BOYACÁ;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);14;31,99039146;2
CALDAS;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);3;72,45157273;1
CAQUETÁ;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;11,63063242;4
CAUCA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);5;55,45205272;2
CESAR;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);22;11,72652005;4
CÓRDOBA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);13;33,50749146;2
CHOCÓ;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);25;0;5
HUILA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);10;36,97044711;2
LA GUAJIRA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);25;0;5
MAGDALENA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);16;19,59805885;3
ANTIOQUIA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);1;100;1
META;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);15;21,12579473;3
NARIÑO;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);19;14,01257351;4
NORTE DE SANTANDER;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);9;38,35409594;2
QUINDÍO;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);4;59,29203476;2
RISARALDA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);2;79,02746643;1
SANTANDER;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);18;17,29968282;3
SUCRE;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);7;42,59038693;2
TOLIMA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);11;36,17014008;2
VALLE DEL CAUCA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);8;41,6646274;2
ATLÁNTICO;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);6;43,47897823;2
ARAUCA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);20;13,12231293;4
CASANARE;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);17;18,76882451;3
PUTUMAYO;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);21;11,85665467;4
SAN ANDRES Y PROVIDENCIA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);25;0;5
AMAZONAS;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);25;0;5
GUAINÍA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);25;0;5
GUAVIARE;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);25;0;5
VICHADA;2019;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);25;0;5
BOGOTÁ & CUNDINAMARCA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);3;42,8215077;4
BOLÍVAR;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);1;100;1
BOYACÁ;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);14;1,013723136;5
CALDAS;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);11;19,96285794;5
CAQUETÁ;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
CAUCA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);12;11,7842685;5
CESAR;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
CÓRDOBA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
CHOCÓ;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
HUILA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);13;1,935029262;5
LA GUAJIRA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
MAGDALENA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
ANTIOQUIA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);7;33,99282378;4
META;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);9;27,01588059;5
NARIÑO;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
NORTE DE SANTANDER;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);8;27,58087996;5
QUINDÍO;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
RISARALDA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);6;35,42658646;4
SANTANDER;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);2;94,46084823;1
SUCRE;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
TOLIMA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);10;25,3437904;5
VALLE DEL CAUCA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);5;37,82564215;4
ATLÁNTICO;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);4;38,70654242;4
ARAUCA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
CASANARE;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
PUTUMAYO;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
SAN ANDRES Y PROVIDENCIA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
AMAZONAS;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
GUAINÍA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
GUAVIARE;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
VICHADA;2019;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
BOGOTÁ & CUNDINAMARCA;2019;Ventas por innovar;7;48,80257044;2
BOLÍVAR;2019;Ventas por innovar;2;74,18593436;2
BOYACÁ;2019;Ventas por innovar;16;35,33349741;2
CALDAS;2019;Ventas por innovar;6;49,43377554;2
CAQUETÁ;2019;Ventas por innovar;10;41,66755574;2
CAUCA;2019;Ventas por innovar;18;33,68171345;3
CESAR;2019;Ventas por innovar;14;35,72118593;2
CÓRDOBA;2019;Ventas por innovar;21;28,78983649;3
CHOCÓ;2019;Ventas por innovar;15;35,54666352;2
HUILA;2019;Ventas por innovar;12;39,49085076;2
LA GUAJIRA;2019;Ventas por innovar;5;54,37155982;2
MAGDALENA;2019;Ventas por innovar;11;39,96308763;2
ANTIOQUIA;2019;Ventas por innovar;4;62,7591674;2
META;2019;Ventas por innovar;23;23,63316861;3
NARIÑO;2019;Ventas por innovar;22;26,19560398;3
NORTE DE SANTANDER;2019;Ventas por innovar;9;45,64538918;2
QUINDÍO;2019;Ventas por innovar;13;36,08084435;2
RISARALDA;2019;Ventas por innovar;3;65,37897893;2
SANTANDER;2019;Ventas por innovar;25;16,68735927;4
SUCRE;2019;Ventas por innovar;19;30,80165393;3
TOLIMA;2019;Ventas por innovar;1;100;1
VALLE DEL CAUCA;2019;Ventas por innovar;20;30,75409404;3
ATLÁNTICO;2019;Ventas por innovar;17;34,82004309;2
ARAUCA;2019;Ventas por innovar;31;0;5
CASANARE;2019;Ventas por innovar;24;22,7163467;3
PUTUMAYO;2019;Ventas por innovar;29;2,889760992;5
SAN ANDRES Y PROVIDENCIA;2019;Ventas por innovar;27;3,669255077;5
AMAZONAS;2019;Ventas por innovar;8;48,08021463;2
GUAINÍA;2019;Ventas por innovar;30;1,499079705;5
GUAVIARE;2019;Ventas por innovar;28;3,161591252;5
VICHADA;2019;Ventas por innovar;26;12,41999428;4
BOGOTÁ & CUNDINAMARCA;2019;Exportaciones de productos de alta tecnología (porcentaje);2;67,74483313;2
BOLÍVAR;2019;Exportaciones de productos de alta tecnología (porcentaje);13;2,095553368;5
BOYACÁ;2019;Exportaciones de productos de alta tecnología (porcentaje);1;100;1
CALDAS;2019;Exportaciones de productos de alta tecnología (porcentaje);11;3,218994944;5
CAQUETÁ;2019;Exportaciones de productos de alta tecnología (porcentaje);12;2,528707389;5
CAUCA;2019;Exportaciones de productos de alta tecnología (porcentaje);5;38,03855863;3
CESAR;2019;Exportaciones de productos de alta tecnología (porcentaje);25;0;5
CÓRDOBA;2019;Exportaciones de productos de alta tecnología (porcentaje);22;0,002160662;5
CHOCÓ;2019;Exportaciones de productos de alta tecnología (porcentaje);25;0;5
HUILA;2019;Exportaciones de productos de alta tecnología (porcentaje);19;0,086140118;5
LA GUAJIRA;2019;Exportaciones de productos de alta tecnología (porcentaje);21;0,007898005;5
MAGDALENA;2019;Exportaciones de productos de alta tecnología (porcentaje);16;0,786536722;5
ANTIOQUIA;2019;Exportaciones de productos de alta tecnología (porcentaje);4;41,85629198;3
META;2019;Exportaciones de productos de alta tecnología (porcentaje);17;0,254950807;5
NARIÑO;2019;Exportaciones de productos de alta tecnología (porcentaje);8;4,468986799;5
NORTE DE SANTANDER;2019;Exportaciones de productos de alta tecnología (porcentaje);14;1,212015591;5
QUINDÍO;2019;Exportaciones de productos de alta tecnología (porcentaje);15;0,871407447;5
RISARALDA;2019;Exportaciones de productos de alta tecnología (porcentaje);7;26,08671026;4
SANTANDER;2019;Exportaciones de productos de alta tecnología (porcentaje);9;4,347034971;5
SUCRE;2019;Exportaciones de productos de alta tecnología (porcentaje);24;0,000225115;5
TOLIMA;2019;Exportaciones de productos de alta tecnología (porcentaje);18;0,173558222;5
VALLE DEL CAUCA;2019;Exportaciones de productos de alta tecnología (porcentaje);6;36,53179567;3
ATLÁNTICO;2019;Exportaciones de productos de alta tecnología (porcentaje);3;48,27458303;3
ARAUCA;2019;Exportaciones de productos de alta tecnología (porcentaje);20;0,016209807;5
CASANARE;2019;Exportaciones de productos de alta tecnología (porcentaje);23;0,000832736;5
PUTUMAYO;2019;Exportaciones de productos de alta tecnología (porcentaje);25;0;5
SAN ANDRES Y PROVIDENCIA;2019;Exportaciones de productos de alta tecnología (porcentaje);1;100;1
AMAZONAS;2019;Exportaciones de productos de alta tecnología (porcentaje);10;3,523706162;5
GUAINÍA;2019;Exportaciones de productos de alta tecnología (porcentaje);25;0;5
GUAVIARE;2019;Exportaciones de productos de alta tecnología (porcentaje);25;0;5
VICHADA;2019;Exportaciones de productos de alta tecnología (porcentaje);25;0;5
BOGOTÁ & CUNDINAMARCA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;7;30,11070111;4
BOLÍVAR;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;9;20;5
BOYACÁ;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
CALDAS;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;4;40;4
CAQUETÁ;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
CAUCA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;2;80;1
CESAR;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
CÓRDOBA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
CHOCÓ;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
HUILA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
LA GUAJIRA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
MAGDALENA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
ANTIOQUIA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;6;33,24675325;4
META;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
NARIÑO;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
NORTE DE SANTANDER;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;1;100;1
QUINDÍO;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
RISARALDA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;3;43,63636364;4
SANTANDER;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;10;13,33333333;5
SUCRE;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
TOLIMA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
VALLE DEL CAUCA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;8;25;5
ATLÁNTICO;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;5;38,62068966;4
ARAUCA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
CASANARE;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
PUTUMAYO;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
SAN ANDRES Y PROVIDENCIA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;2;80;1
AMAZONAS;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
GUAINÍA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
GUAVIARE;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
VICHADA;2019;Exportaciones de servicios de comunicación computación e información (porcentaje) ;11;0;5
BOGOTÁ & CUNDINAMARCA;2019;Patentes concedidas;21;1,041179917;5
BOLÍVAR;2019;Patentes concedidas;18;5,267702977;5
BOYACÁ;2019;Patentes concedidas;15;8,921291793;5
CALDAS;2019;Patentes concedidas;7;51,78712376;2
CAQUETÁ;2019;Patentes concedidas;14;11,52429779;5
CAUCA;2019;Patentes concedidas;10;20,19456097;4
CESAR;2019;Patentes concedidas;17;5,366401382;5
CÓRDOBA;2019;Patentes concedidas;20;3,197543571;5
CHOCÓ;2019;Patentes concedidas;22;0;5
HUILA;2019;Patentes concedidas;8;33,44118186;3
LA GUAJIRA;2019;Patentes concedidas;22;0;5
MAGDALENA;2019;Patentes concedidas;19;4,403533296;5
ANTIOQUIA;2019;Patentes concedidas;1;100;1
META;2019;Patentes concedidas;12;16,87466343;4
NARIÑO;2019;Patentes concedidas;22;0;5
NORTE DE SANTANDER;2019;Patentes concedidas;13;12,33180437;5
QUINDÍO;2019;Patentes concedidas;2;79,56493362;1
RISARALDA;2019;Patentes concedidas;4;76,82094737;1
SANTANDER;2019;Patentes concedidas;3;79,32033157;1
SUCRE;2019;Patentes concedidas;16;6,520475932;5
TOLIMA;2019;Patentes concedidas;11;20,13747365;4
VALLE DEL CAUCA;2019;Patentes concedidas;6;54,10874546;2
ATLÁNTICO;2019;Patentes concedidas;9;29,20149139;3
ARAUCA;2019;Patentes concedidas;22;0;5
CASANARE;2019;Patentes concedidas;22;0;5
PUTUMAYO;2019;Patentes concedidas;22;0;5
SAN ANDRES Y PROVIDENCIA;2019;Patentes concedidas;5;72,93215487;1
AMAZONAS;2019;Patentes concedidas;22;0;5
GUAINÍA;2019;Patentes concedidas;22;0;5
GUAVIARE;2019;Patentes concedidas;22;0;5
VICHADA;2019;Patentes concedidas;22;0;5
BOGOTÁ & CUNDINAMARCA;2019;Crédito;1;85,84930695;1
BOLÍVAR;2019;Crédito;9;41,98284673;2
BOYACÁ;2019;Crédito;20;19,00241447;4
CALDAS;2019;Crédito;6;55,97440065;2
CAQUETÁ;2019;Crédito;16;24,60802983;4
CAUCA;2019;Crédito;23;15,98954796;4
CESAR;2019;Crédito;24;14,81048701;4
CÓRDOBA;2019;Crédito;18;21,300242;4
CHOCÓ;2019;Crédito;27;9,174561716;5
HUILA;2019;Crédito;15;27,17393466;3
LA GUAJIRA;2019;Crédito;31;2,867984865;5
MAGDALENA;2019;Crédito;17;22,807115;4
ANTIOQUIA;2019;Crédito;3;73,38724608;1
META;2019;Crédito;10;37,12384341;3
NARIÑO;2019;Crédito;19;20,16704882;4
NORTE DE SANTANDER;2019;Crédito;13;28,11491031;3
QUINDÍO;2019;Crédito;7;53,80614751;2
RISARALDA;2019;Crédito;8;42,47303099;2
SANTANDER;2019;Crédito;12;29,50485051;3
SUCRE;2019;Crédito;11;30,33467884;3
TOLIMA;2019;Crédito;4;60,49895979;2
VALLE DEL CAUCA;2019;Crédito;5;56,54887386;2
ATLÁNTICO;2019;Crédito;2;83,11613586;1
ARAUCA;2019;Crédito;26;10,99179177;5
CASANARE;2019;Crédito;21;18,70916114;4
PUTUMAYO;2019;Crédito;28;9,159218693;5
SAN ANDRES Y PROVIDENCIA;2019;Crédito;14;27,82273219;3
AMAZONAS;2019;Crédito;25;12,11862676;5
GUAINÍA;2019;Crédito;30;3,366446196;5
GUAVIARE;2019;Crédito;22;16,59069395;4
VICHADA;2019;Crédito;29;8,398663789;5
BOGOTÁ & CUNDINAMARCA;2019;Producción Creativa;1;91,45400892;1
BOLÍVAR;2019;Producción Creativa;10;21,63716348;4
BOYACÁ;2019;Producción Creativa;13;14,28683555;4
CALDAS;2019;Producción Creativa;7;33,77320591;3
CAQUETÁ;2019;Producción Creativa;25;5,816701211;5
CAUCA;2019;Producción Creativa;16;12,98082034;5
CESAR;2019;Producción Creativa;20;9,376799388;5
CÓRDOBA;2019;Producción Creativa;19;9,507054429;5
CHOCÓ;2019;Producción Creativa;26;4,355544792;5
HUILA;2019;Producción Creativa;12;14,5182073;4
LA GUAJIRA;2019;Producción Creativa;28;3,232396933;5
MAGDALENA;2019;Producción Creativa;22;9,099564317;5
ANTIOQUIA;2019;Producción Creativa;2;62,9827317;1
META;2019;Producción Creativa;17;12,34898322;5
NARIÑO;2019;Producción Creativa;15;13,17909218;5
NORTE DE SANTANDER;2019;Producción Creativa;11;20,22560712;4
QUINDÍO;2019;Producción Creativa;9;29,30430658;3
RISARALDA;2019;Producción Creativa;3;53,16685642;2
SANTANDER;2019;Producción Creativa;4;43,95759837;2
SUCRE;2019;Producción Creativa;23;7,803493752;5
TOLIMA;2019;Producción Creativa;18;10,71455272;5
VALLE DEL CAUCA;2019;Producción Creativa;8;33,02472876;3
ATLÁNTICO;2019;Producción Creativa;6;35,22084997;3
ARAUCA;2019;Producción Creativa;24;7,780813896;5
CASANARE;2019;Producción Creativa;21;9,136037728;5
PUTUMAYO;2019;Producción Creativa;29;2,839575186;5
SAN ANDRES Y PROVIDENCIA;2019;Producción Creativa;5;38,42983617;3
AMAZONAS;2019;Producción Creativa;14;13,36245448;5
GUAINÍA;2019;Producción Creativa;27;4,306502136;5
GUAVIARE;2019;Producción Creativa;30;1,454767603;5
VICHADA;2019;Producción Creativa;31;0,660037853;5
BOGOTÁ & CUNDINAMARCA;2019;Producción de conocimiento y tecnología;2;53,62411121;2
BOLÍVAR;2019;Producción de conocimiento y tecnología;11;29,30283771;4
BOYACÁ;2019;Producción de conocimiento y tecnología;12;27,434788;4
CALDAS;2019;Producción de conocimiento y tecnología;9;35,88396701;3
CAQUETÁ;2019;Producción de conocimiento y tecnología;20;10,9844342;5
CAUCA;2019;Producción de conocimiento y tecnología;6;38,29481153;3
CESAR;2019;Producción de conocimiento y tecnología;18;11,64783096;5
CÓRDOBA;2019;Producción de conocimiento y tecnología;21;9,274151501;5
CHOCÓ;2019;Producción de conocimiento y tecnología;25;5,29801869;5
HUILA;2019;Producción de conocimiento y tecnología;16;16,76762618;5
LA GUAJIRA;2019;Producción de conocimiento y tecnología;26;4,91837585;5
MAGDALENA;2019;Producción de conocimiento y tecnología;17;12,04249532;5
ANTIOQUIA;2019;Producción de conocimiento y tecnología;1;61,53476239;2
META;2019;Producción de conocimiento y tecnología;14;24,08455031;4
NARIÑO;2019;Producción de conocimiento y tecnología;24;6,98879503;5
NORTE DE SANTANDER;2019;Producción de conocimiento y tecnología;13;25,38620639;4
QUINDÍO;2019;Producción de conocimiento y tecnología;10;31,06022865;4
RISARALDA;2019;Producción de conocimiento y tecnología;4;44,10831211;3
SANTANDER;2019;Producción de conocimiento y tecnología;3;48,77497714;2
SUCRE;2019;Producción de conocimiento y tecnología;19;11,55800446;5
TOLIMA;2019;Producción de conocimiento y tecnología;15;21,42565461;4
